MES;AÑO;FECHA_BL;NÚMERO_EMBARQUE;CÓDIGO_INCOTERMS;NÚMERO_CONTRATO;PROVEEDOR;PRODUCTO;BARRILES;COSTO_FOB;COSTO_FLETE;COSTO_SEGURO;COSTO_CIF;COSTO_CFR
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;13/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;16/8/2020;2020080G19;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;157047,48;7311105,15;314094,96;9576,351565;7634776,462;7625200,11
8;2020;16/8/2020;;0;;;GASOLINA RON 95;148039,48;7283463,96;296078,96;9519,011521;7589061,932;7579542,92
8;2020;20/8/2020;2020077L24;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;35544,36;762949,66;283643,99;1314,4;1047908,05;1046593,65
8;2020;21/8/2020;2020107TA06;2;CE-08-2020;ASFALTOS INDUSTRIALES, S.A.;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;21/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;21/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;21/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;21/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;21/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;22/8/2020;2020082L25;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;35838,1;777287,36;285988,03;1335,35;1064610,74;1063275,39
8;2020;23/8/2020;2020083D19;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;257079,12;12330855,52;514158,24;16131,82157;12861145,58;12845013,76
8;2020;23/8/2020;;0;;;JET FUEL;52463,45;2521310,2;104926,9;3298,243902;2629535,344;2626237,1
8;2020;24/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;24/8/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
8;2020;27/8/2020;2020108TA07;4;CE-08-2020;UNO HONDURAS S.A. DE C.V.;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;27/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;28/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;28/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;28/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;30/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;30/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;30/8/2020;;0;;;ASFALTO AC-30;142,86;8882;3960;16,12803664;12858,12804;12842
8;2020;30/8/2020;2020095L26;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;29103,29;636743,38;232244,26;1091,36;870079;868987,64
9;2020;4/9/2020;2020097L27;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;62231,99;1269816,78;457405,13;2169,18;1729391,09;1727221,91
9;2020;8/9/2020;2020109TA08;2;CE-08-2020;ASFALTOS INDUSTRIALES, S.A.;ASFALTO AC-30;142,86;11280;3387,72;152,28;14820;14667,72
9;2020;8/9/2020;;0;;;ASFALTO AC-30;142,86;11280;3387,72;152,28;14820;14667,72
9;2020;8/9/2020;;0;;;ASFALTO AC-30;142,86;11280;3387,72;152,28;14820;14667,72
9;2020;8/9/2020;;0;;;ASFALTO AC-30;142,86;11280;3387,72;152,28;14820;14667,72
9;2020;9/9/2020;;0;;;ASFALTO AC-30;142,86;11280;3387,72;152,28;14820;14667,72
9;2020;9/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;9/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;11/9/2020;2020098D20;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;301469,83;12560541,49;503454,62;16406,83756;13080402,95;13063996,11
9;2020;11/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;11/9/2020;2020120TA09;2;CE-08-2020;ASFALTOS INDUSTRIALES, S.A.;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;11/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;13/9/2020;2020099L28;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63812,46;1369142,12;469021,58;2308,52;1840472,22;1838163,7
9;2020;14/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;14/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;14/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;18/9/2020;;0;;;GASOLINA RON 95;146555,18;7185939,9;244747,15;9332,066114;7440019,116;7430687,05
9;2020;18/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;18/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;18/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;18/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;19/9/2020;2020096G20;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;152024,63;7051862,53;253881,13;9175,151959;7314918,812;7305743,66
9;2020;19/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;19/9/2020;2020121TA10;2;CE-08-2020;ASFALTOS INDUSTRIALES, S.A.;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;19/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;20/9/2020;2020071A03;2;CE-04-2020;GUNVOR S.A;ASFALTO AC-30;32812,13;1301865,93;244122,25;1941,58;1547929,76;1545988,18
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;23/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;25/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;25/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;26/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;27/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;27/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;27/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;28/9/2020;2020102D21;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;300071,52;12856665,71;501119,43;16775,80192;13374560,94;13357785,14
9;2020;28/9/2020;2020122TA11;2;CE-08-2020;ASFALTOS INDUSTRIALES, S.A.;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;28/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;28/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;28/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;28/9/2020;2020110L29;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63320,77;1374154,33;465407,66;2310,27;1841872,26;1839561,99
9;2020;29/9/2020;;0;;;ASFALTO AC-30;142,86;11280;2067,72;152,28;13500;13347,72
9;2020;30/9/2020;2020103G21;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;149953,22;7229389,29;250421,88;9393,760212;7489204,93;7479811,17
9;2020;30/9/2020;;0;;;GASOLINA RON 95;149686,56;7612603,99;249976,56;9874,473386;7872455,023;7862580,55
10;2020;6/10/2020;2020111L30;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;62139,54;1355745,57;456725,62;2276,25;1814747,44;1812471,19
10;2020;11/10/2020;2020112F03;3;CE-03-2020;VITOL Inc;FUEL OIL 3% S;120049,46;4749901,28;392561,73;6458,33;5148921,34;5142463,01
10;2020;12/10/2020;2020113G22;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;150186,52;6985583,55;225279,78;9055,993461;7219919,323;7210863,33
10;2020;12/10/2020;2020114D22;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;250173,14;11350078,71;375259,71;14725,64147;11740064,06;11725338,42
10;2020;12/10/2020;;0;;;JET FUEL;52499,06;2417193,95;78748,59;3134,609309;2499077,149;2495942,54
10;2020;13/10/2020;;0;;;GASOLINA RON 95;166970,26;8208044,26;250455,39;10622,87746;8469122,527;8458499,65
10;2020;16/10/2020;;0;;;GASOLINA RON 95;138061;6536450,83;220897,6;8486,432261;6765834,862;6757348,43
10;2020;17/10/2020;2020119G23;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;119955,99;5361871,78;191929,58;6974,91916;5560776,279;5553801,36
10;2020;19/10/2020;2020115L31;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63879,34;1444886,86;469513,15;2404,26;1916804,27;1914400,01
10;2020;22/10/2020;2020104A04;2;CE-04-2020;GUNVOR S.A;ASFALTO AC-30;50847,58;2010433,77;378306;2999,98;2391739,75;2388739,77
10;2020;27/10/2020;;0;;;JET FUEL;50471,64;2158541,53;80754,62;2812,291727;2242108,442;2239296,15
10;2020;28/10/2020;2020118D23;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;250806,29;10538212,15;401290,07;13738,72393;10953240,94;10939502,22
10;2020;28/10/2020;2020123T06;3;CI-01-2020;PUMA ENERGY;AV-GAS;552,28;39054,33;26443,17;82,26;65579,76;65497,5
10;2020;29/10/2020;;0;;;AV-GAS;399,99;28259,51;19151,52;59,54;47470,57;47411,03
10;2020;30/10/2020;2020117L32;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;62581,57;1447269,91;459974,62;2395,28;1909639,81;1907244,53
11;2020;1/11/2020;;0;;;GASOLINA RON 95;168925;7062038,68;224670,25;9151,246584;7295860,177;7286708,93
11;2020;3/11/2020;2020125G24;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;GASOLINA RON 91;147462;5774577,12;196124,46;7498,496642;5978200,077;5970701,58
11;2020;10/11/2020;2020124L33;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;53338,62;1366196,7;403239,96;2222,2;1771658,86;1769436,66
11;2020;14/11/2020;2020126D24;4;CI-09-2019;EXXON MOBIL SALES & SUPPLY LLC;DIESEL 0.0015%S;302152,92;14566604,34;401863,38;18798,62918;14987266,35;14968467,72
11;2020;16/11/2020;2020127L34;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;28745,7;707755,92;229390,69;1176,95;938323,56;937146,61
11;2020;16/11/2020;2020134L37;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;10211,96;220404,56;81491,44;379,15;302275,15;301896
11;2020;24/11/2020;2020129L35;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;57277,95;1483502,84;433021,38;2406,93;1918931,15;1916524,22
12;2021;18/12/2020;2021006S01;7;CI-12-2019;LATIN AMERICA MANUFACTURERS REPRESENTATIVE (LAMAR);ETIL MERCAPTANO;28,57;32201,37;8571,43;51,21;40824,01;40772,8
12;2021;29/12/2020;2021002A02;2;CI-03-2020;VITOL Inc;ASFALTO AC-30;41993,89;2039054,15;312434,54;2953,19;2354441,88;2351488,69
12;2021;30/12/2020;2021004L40;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;48900,71;1677484,91;390227,67;2596,8;2070309,38;2067712,58
12;2021;31/12/2020;2021001D02;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;313787,26;17509008,02;417337,06;22513,37;17948858,45;17926345,08
1;2021;3/1/2021;2021003G03;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;157045,11;8753252,87;208870;11255,37;8973378,24;8962122,87
1;2021;4/1/2021;;0;;;GASOLINA RON 95;157032,24;8969909,23;208852,88;11527,44;9190289,55;9178762,11
1;2021;9/1/2021;2021008L41;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63402,19;2245465,39;466006,1;3405,28;2714876,77;2711471,49
1;2021;14/1/2021;2021005D03;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;247228,44;14961897,2;328813,83;19203,33;15309914,36;15290711,03
1;2021;14/1/2021;;0;;;JET FUEL;58675,26;3612980,63;78038,1;4635,48;3695654,21;3691018,73
1;2021;16/1/2021;2021010A03;2;CI-03-2020;VITOL Inc;ASFALTO AC-30;42713,04;2217614,56;317785,02;3184,16;2538583,74;2535399,58
1;2021;16/1/2021;2021009L42;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63218;2340718,93;464652,3;3523,22;2808894,45;2805371,23
1;2021;17/1/2021;2021007G04;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;130438,1;7717785,69;173482,67;9910,5;7901178,86;7891268,36
1;2021;18/1/2021;;0;;;GASOLINA RON 95;170067,68;10298014,17;226190,01;13217,16;10537421,34;10524204,18
1;2021;20/1/2021;2021012L43;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;65477,91;2274739,66;481262,64;3461,21;2759463,51;2756002,3
1;2021;23/1/2021;2021011D04;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;260308,35;15542208,48;346210,11;19953,98;15908372,57;15888418,59
1;2021;23/1/2021;;0;;;JET FUEL;39999,25;2396277,15;53199;3076,25;2452552,4;2449476,15
1;2021;26/1/2021;;0;;;GASOLINA RON 95;160112,83;9727757,42;212950,06;12484,36;9953191,84;9940707,48
1;2021;27/1/2021;2021013G05;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;140187,06;8323098,96;186448,79;10686,99;8520234,74;8509547,75
2;2021;3/2/2021;;0;;;JET FUEL;40265,9;2592878,27;53553,65;3323,61;2649755,53;2646431,92
2;2021;3/2/2021;2021014L44;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;63350,55;2231524,6;465626,55;3387,3;2700538,45;2697151,15
2;2021;4/2/2021;2021021G06;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;145057,22;9137787,92;192926,1;11718,28;9342432,3;9330714,02
2;2021;4/2/2021;;0;;;GASOLINA RON 95;155048,26;9981794,52;206214,19;12794,94;10200803,65;10188008,71
2;2021;5/2/2021;2021015T08;7;CI-01-2020;PUMA ENERGY;AV-GAS;941,46;91555,17;45077,1;171,59;136803,86;136632,27
2;2021;5/2/2021;2021017D05;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;262331,92;16845488,41;348901,46;21594,12;17215983,99;17194389,87
2;2021;7/2/2021;2021019A04;2;CI-03-2020;VITOL Inc;ASFALTO AC-30;42090,03;2377306,85;313149,82;3378,9;2693835,57;2690456,67
2;2021;12/2/2021;;0;CI-06-2020;;MTBE;24959,75;1793911,16;166481,53;2462,02;1962854,71;1960392,69
2;2021;17/2/2021;2021016L45;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;53454,69;2128482,68;404117,47;3180,65;2535780,8;2532600,15
2;2021;18/2/2021;2021024F02;3;CE-10-2020;VITOL Inc;FUEL OIL 3% S;119160,2;6680800,91;368205,2;8852,72;7057858,83;7049006,11
2;2021;23/2/2021;;0;;;JET FUEL;52041,56;3585035,45;67654,03;4587,35;3657276,83;3652689,48
2;2021;23/2/2021;2021022A05;2;CI-03-2020;VITOL Inc;ASFALTO AC-30;42063,79;2531584,35;312954,6;3572,41;2848111,36;2844538,95
2;2021;24/2/2021;2021018D06;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;258733,63;17818122,22;336353,71;22799,88;18177275,81;18154475,93
2;2021;24/2/2021;2021020L46;3;CI-11-2019;CARIB LPG TRADING LTD.;LPG;64265,79;2560311,88;472353,57;3808,66;3036474,11;3032665,45
3;2021;1/3/2021;2021023G07;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;144962,48;10421606,41;188451,22;13907,66;10623965,29;10610057,63
3;2021;3/3/2021;;0;;;GASOLINA RON 95;154781,58;11341765,13;201216,05;15130,54;11558111,72;11542981,18
3;2021;3/3/2021;;0;;;JET FUEL;49964,1;3575287,29;60956,2;4766,39;3641009,88;3636243,49
3;2021;4/3/2021;2021026L01;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;62883;2584157,77;429490,89;3950,29;3017598,95;3013648,66
3;2021;5/3/2021;2021025D07;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;250420,05;18001951,48;305512,46;23997,42;18331461,36;18307463,94
3;2021;5/3/2021;2021027G08;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;160052,16;12121653,5;195263,64;16145,01;12333062,15;12316917,14
3;2021;7/3/2021;;0;;;GASOLINA RON 95;153542,86;11841199,28;187322,29;15766,99;12044288,56;12028521,57
3;2021;12/3/2021;2021028T09;7;CI-01-2020;PUMA ENERGY;AV-GAS;939,81;106633,45;44998,1;198,76;151830,31;151631,55
3;2021;17/3/2021;2021029D08;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;305271,06;22398233,22;372430,69;29847,79;22800511,7;22770663,91
3;2021;19/3/2021;2021030L02;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;63280,72;2332483,49;432207,32;3623,95;2768314,76;2764690,81
3;2021;21/3/2021;2021033L03;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;29052,06;1066464,7;198425,57;1658,02;1266548,29;1264890,27
3;2021;21/3/2021;;0;;;GASOLINA RON 95;164632,35;12274844,57;200851,47;16353,14;12492049,18;12475696,04
3;2021;22/3/2021;2021031G09;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;144740,87;10591404,93;176583,86;14114,68;10782103,47;10767988,79
3;2021;23/3/2021;;0;;;JET FUEL;40178,49;2710134,94;49017,76;3616,7;2762769,4;2759152,7
3;2021;25/3/2021;2021034D09;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;260203,87;17399499,55;317448,72;23223,38;17740171,65;17716948,27
3;2021;25/3/2021;2021039L05;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;36104,54;1312383,17;246594,01;2043,51;1561020,69;1558977,18
4;2021;1/4/2021;2021035G10;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;145109,69;10932893,92;188642,6;14578,11;11136114,63;11121536,52
4;2021;1/4/2021;2021036L04;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;63060,64;2473374,98;430704,18;3806,66;2907885,82;2904079,16
4;2021;2/4/2021;;0;;;GASOLINA RON 95;164873,61;12650168,27;214335,69;16862,79;12881366,75;12864503,96
4;2021;4/4/2021;;0;;;JET FUEL;40033,88;2699125,85;52044,04;3606,23;2754776,12;2751169,89
4;2021;6/4/2021;2021037D10;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;270293,08;17992508,2;351381;24045,17;18367934,37;18343889,2
4;2021;11/4/2021;2021032A01;2;CI-01-2021;GUNVOR.S.A;ASFALTO AC-30;43570,07;2606988,62;324161,32;3842,15;2934992,09;2931149,94
4;2021;14/4/2021;;0;;;GASOLINA RON 95;164330,13;12521177,15;246495,2;16735,86;12784408,21;12767672,35
4;2021;15/4/2021;2021041G11;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;144346,9;10798746,83;216520,35;14438,81;11029705,99;11015267,18
4;2021;16/4/2021;2021040T10;7;CI-01-2020;PUMA ENERGY;AV-GAS;188,06;21051,69;9004,31;39,4;30095,4;30056
4;2021;16/4/2021;;0;;;JET FUEL;40142,79;2830819,68;60214,19;3789,57;2894823,44;2891033,87
4;2021;16/4/2021;2021043L06;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;60498,33;1932053,51;413203,66;3074,16;2348331,33;2345257,17
4;2021;18/4/2021;2021042D11;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;259448,33;17960725,64;389172,5;24053,05;18373951,19;18349898,14
4;2021;18/4/2021;2021047L07;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;42156,55;1333789,72;287929,24;2125,75;1623844,71;1621718,96
4;2021;26/4/2021;;0;;;GASOLINA RON 95;155114,64;11869300,58;232671,96;15863,27;12117835,81;12101972,54
4;2021;27/4/2021;;0;;;JET FUEL;40239,04;2902149,64;60358,26;3883,26;2966391,16;2962507,9
4;2021;27/4/2021;2021046G12;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;144861,48;10884218,35;217292,22;14551,86;11116062,43;11101510,57
4;2021;28/4/2021;2021045D12;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;269453,52;19258302,95;404180,28;25773,58;19688256,81;19662483,23
5;2021;1/5/2021;2021048L08;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;62394,98;2237141,82;426157,71;3491,05;2666790,58;2663299,53
5;2021;3/5/2021;2021051T01;7;CE-02-2021;PUMA ENERGY;AV-GAS;933,83;104383,07;44711,78;195,43;149290,28;149094,85
5;2021;4/5/2021;2021052L09;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;42511,72;1448433,16;290355,05;2279,21;1741067,42;1738788,21
5;2021;8/5/2021;2021050G13;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;140165,49;10864738,36;192026,72;14493,21;11071258,29;11056765,08
5;2021;9/5/2021;;0;;;GASOLINA RON 95;169991,29;13411944,4;232888,07;17885,65;13662718,12;13644832,47
5;2021;12/5/2021;2021049D13;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;241258,16;17888885,95;330523,68;23882;18243291,63;18219409,63
5;2021;13/5/2021;2021044F03;3;CE-10-2020;VITOL Inc;FUEL OIL 3% S;120048,69;6603403,59;780316,47;9678,58;7393398,64;7383720,06
5;2021;13/5/2021;;0;;;JET FUEL;59753,2;4456083,62;81861,89;5948,34;4543893,85;4537945,51
5;2021;14/5/2021;2021038A02;2;CI-01-2021;GUNVOR.S.A;ASFALTO AC-30;42862,85;2497977,06;318899,6;3692,36;2820569,02;2816876,66
5;2021;15/5/2021;2021055L10;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;54899,77;1883343,45;374965,43;2960,2;2261269,08;2258308,88
5;2021;21/5/2021;2021056L11;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;36324,32;1283708,08;248095,1;2007,89;1533811,07;1531803,18
5;2021;24/5/2021;;0;;;JET FUEL;40155,24;2939054,52;55012,68;3924,62;2997991,82;2994067,2
5;2021;24/5/2021;2021058L12;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;45608,5;1622547,29;311508,71;2535,16;1936591,16;1934056
5;2021;26/5/2021;2021057D14;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;269844,87;19764761,22;369687,47;26392,24;20160840,93;20134448,69
5;2021;27/5/2021;;0;;;GASOLINA RON 95;160648,3;12449443,82;220088,17;16607,22;12686139,21;12669531,99
5;2021;28/5/2021;2021053G14;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;140320,09;10679879,55;192238,52;14251,17;10886369,24;10872118,07
6;2021;3/6/2021;;0;;;JET FUEL;39974,38;3085107,43;49967,98;4109,46;3139184,87;3135075,41
6;2021;4/6/2021;2021061D15;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;269856,33;20851352,86;337320,41;27774,11;21216447,38;21188673,27
6;2021;6/6/2021;2021062L13;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;48411,22;1905208,65;330648,63;2930,76;2238788,04;2235857,28
6;2021;8/6/2021;2021060T02;7;CE-02-2021;PUMA ENERGY;AV-GAS;938,22;108928,39;44921,97;201,67;154052,03;153850,36
6;2021;12/6/2021;2021059G15;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";GASOLINA RON 91;140074,6;11139583,94;175093,25;14831,28;11329508,47;11314677,19
6;2021;12/6/2021;2021065L14;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;42923,21;1756716,53;293165,53;2686,99;2052569,05;2049882,06
6;2021;13/6/2021;;0;;;GASOLINA RON 95;160073,73;12951607,31;200092,15;17239,25;13168938,71;13151699,46
6;2021;14/6/2021;2021054A03;2;CI-01-2021;GUNVOR.S.A;ASFALTO AC-30;42661,33;2669648,53;317400,3;3915,42;2990964,25;2987048,83
6;2021;16/6/2021;2021067L15;3;CI-07-2020;CARIB LPG TRADING LTD.;LPG;36220,26;1481936,69;247384,45;2266,79;1731587,93;1729321,14
6;2021;18/6/2021;;0;;;JET FUEL;40327,67;3191503,8;50409,59;4249,5;3246162,89;3241913,39
6;2021;19/6/2021;2021063D16;2;CI-04-2020;"VALERO MARKETING
AND SUPPLY CO.";DIESEL 0.0015%S;271454,99;21465794,05;339318,74;28582,14;21833694,93;21805112,79
6;2021;23/6/2021;2021068F04;3;CE-10-2020;VITOL Inc;FUEL OIL 3% S;120150,51;7731447,41;394093,67;10650,96;8136192,04;8125541,08
6;2021;27/6/2021;;0;;;GASOLINA RON 95;170173,98;14423343,58;212717,48;19184,95;14655246,01;14636061,06
